+----------------+--------------------------------------------------------------------------+------------------------------------------------+
| U+1F88->U+03B1 | GREEK CAPITAL LETTER ALPHA WITH PSILI AND PROSGEGRAMMENI                 | GREEK SMALL LETTER ALPHA                       |
| U+1F89->U+03B1 | GREEK CAPITAL LETTER ALPHA WITH DASIA AND PROSGEGRAMMENI                 | GREEK SMALL LETTER ALPHA                       |
| U+1F8A->U+03B1 | GREEK CAPITAL LETTER ALPHA WITH PSILI AND VARIA AND PROSGEGRAMMENI       | GREEK SMALL LETTER ALPHA                       |
| U+1F8B->U+03B1 | GREEK CAPITAL LETTER ALPHA WITH DASIA AND VARIA AND PROSGEGRAMMENI       | GREEK SMALL LETTER ALPHA                       |
| U+1F8C->U+03B1 | GREEK CAPITAL LETTER ALPHA WITH PSILI AND OXIA AND PROSGEGRAMMENI        | GREEK SMALL LETTER ALPHA                       |
| U+1F8D->U+03B1 | GREEK CAPITAL LETTER ALPHA WITH DASIA AND OXIA AND PROSGEGRAMMENI        | GREEK SMALL LETTER ALPHA                       |
| U+1F8E->U+03B1 | GREEK CAPITAL LETTER ALPHA WITH PSILI AND PERISPOMENI AND PROSGEGRAMMENI | GREEK SMALL LETTER ALPHA                       |
| U+1F8F->U+03B1 | GREEK CAPITAL LETTER ALPHA WITH DASIA AND PERISPOMENI AND PROSGEGRAMMENI | GREEK SMALL LETTER ALPHA                       |
| U+1F90->U+03B7 | GREEK SMALL LETTER ETA WITH PSILI AND YPOGEGRAMMENI                      | GREEK SMALL LETTER ETA                         |
| U+1F91->U+03B7 | GREEK SMALL LETTER ETA WITH DASIA AND YPOGEGRAMMENI                      | GREEK SMALL LETTER ETA                         |
| U+1F92->U+03B7 | GREEK SMALL LETTER ETA WITH PSILI AND VARIA AND YPOGEGRAMMENI            | GREEK SMALL LETTER ETA                         |
| U+1F93->U+03B7 | GREEK SMALL LETTER ETA WITH DASIA AND VARIA AND YPOGEGRAMMENI            | GREEK SMALL LETTER ETA                         |
| U+1F94->U+03B7 | GREEK SMALL LETTER ETA WITH PSILI AND OXIA AND YPOGEGRAMMENI             | GREEK SMALL LETTER ETA                         |
| U+1F95->U+03B7 | GREEK SMALL LETTER ETA WITH DASIA AND OXIA AND YPOGEGRAMMENI             | GREEK SMALL LETTER ETA                         |
| U+1F96->U+03B7 | GREEK SMALL LETTER ETA WITH PSILI AND PERISPOMENI AND YPOGEGRAMMENI      | GREEK SMALL LETTER ETA                         |
| U+1F97->U+03B7 | GREEK SMALL LETTER ETA WITH DASIA AND PERISPOMENI AND YPOGEGRAMMENI      | GREEK SMALL LETTER ETA                         |
| U+1F98->U+03B7 | GREEK CAPITAL LETTER ETA WITH PSILI AND PROSGEGRAMMENI                   | GREEK SMALL LETTER ETA                         |
| U+1F99->U+03B7 | GREEK CAPITAL LETTER ETA WITH DASIA AND PROSGEGRAMMENI                   | GREEK SMALL LETTER ETA                         |
| U+1F9A->U+03B7 | GREEK CAPITAL LETTER ETA WITH PSILI AND VARIA AND PROSGEGRAMMENI         | GREEK SMALL LETTER ETA                         |
| U+1F9B->U+03B7 | GREEK CAPITAL LETTER ETA WITH DASIA AND VARIA AND PROSGEGRAMMENI         | GREEK SMALL LETTER ETA                         |
| U+1F9C->U+03B7 | GREEK CAPITAL LETTER ETA WITH PSILI AND OXIA AND PROSGEGRAMMENI          | GREEK SMALL LETTER ETA                         |
| U+1F9D->U+03B7 | GREEK CAPITAL LETTER ETA WITH DASIA AND OXIA AND PROSGEGRAMMENI          | GREEK SMALL LETTER ETA                         |
| U+1F9E->U+03B7 | GREEK CAPITAL LETTER ETA WITH PSILI AND PERISPOMENI AND PROSGEGRAMMENI   | GREEK SMALL LETTER ETA                         |
| U+1F9F->U+03B7 | GREEK CAPITAL LETTER ETA WITH DASIA AND PERISPOMENI AND PROSGEGRAMMENI   | GREEK SMALL LETTER ETA                         |
| U+1FA0->U+03C9 | GREEK SMALL LETTER OMEGA WITH PSILI AND YPOGEGRAMMENI                    | GREEK SMALL LETTER OMEGA                       |
| U+1FA1->U+03C9 | GREEK SMALL LETTER OMEGA WITH DASIA AND YPOGEGRAMMENI                    | GREEK SMALL LETTER OMEGA                       |
| U+1FA2->U+03C9 | GREEK SMALL LETTER OMEGA WITH PSILI AND VARIA AND YPOGEGRAMMENI          | GREEK SMALL LETTER OMEGA                       |
| U+1FA3->U+03C9 | GREEK SMALL LETTER OMEGA WITH DASIA AND VARIA AND YPOGEGRAMMENI          | GREEK SMALL LETTER OMEGA                       |
| U+1FA4->U+03C9 | GREEK SMALL LETTER OMEGA WITH PSILI AND OXIA AND YPOGEGRAMMENI           | GREEK SMALL LETTER OMEGA                       |
| U+1FA5->U+03C9 | GREEK SMALL LETTER OMEGA WITH DASIA AND OXIA AND YPOGEGRAMMENI           | GREEK SMALL LETTER OMEGA                       |
| U+1FA6->U+03C9 | GREEK SMALL LETTER OMEGA WITH PSILI AND PERISPOMENI AND YPOGEGRAMMENI    | GREEK SMALL LETTER OMEGA                       |
| U+1FA7->U+03C9 | GREEK SMALL LETTER OMEGA WITH DASIA AND PERISPOMENI AND YPOGEGRAMMENI    | GREEK SMALL LETTER OMEGA                       |
| U+1FA8->U+03C9 | GREEK CAPITAL LETTER OMEGA WITH PSILI AND PROSGEGRAMMENI                 | GREEK SMALL LETTER OMEGA                       |
| U+1FA9->U+03C9 | GREEK CAPITAL LETTER OMEGA WITH DASIA AND PROSGEGRAMMENI                 | GREEK SMALL LETTER OMEGA                       |
| U+1FAA->U+03C9 | GREEK CAPITAL LETTER OMEGA WITH PSILI AND VARIA AND PROSGEGRAMMENI       | GREEK SMALL LETTER OMEGA                       |
| U+1FAB->U+03C9 | GREEK CAPITAL LETTER OMEGA WITH DASIA AND VARIA AND PROSGEGRAMMENI       | GREEK SMALL LETTER OMEGA                       |
| U+1FAC->U+03C9 | GREEK CAPITAL LETTER OMEGA WITH PSILI AND OXIA AND PROSGEGRAMMENI        | GREEK SMALL LETTER OMEGA                       |
| U+1FAD->U+03C9 | GREEK CAPITAL LETTER OMEGA WITH DASIA AND OXIA AND PROSGEGRAMMENI        | GREEK SMALL LETTER OMEGA                       |
| U+1FAE->U+03C9 | GREEK CAPITAL LETTER OMEGA WITH PSILI AND PERISPOMENI AND PROSGEGRAMMENI | GREEK SMALL LETTER OMEGA                       |
| U+1FAF->U+03C9 | GREEK CAPITAL LETTER OMEGA WITH DASIA AND PERISPOMENI AND PROSGEGRAMMENI | GREEK SMALL LETTER OMEGA                       |
| U+1FB0->U+03B1 | GREEK SMALL LETTER ALPHA WITH VRACHY                                     | GREEK SMALL LETTER ALPHA                       |
| U+1FB1->U+03B1 | GREEK SMALL LETTER ALPHA WITH MACRON                                     | GREEK SMALL LETTER ALPHA                       |
| U+1FB2->U+03B1 | GREEK SMALL LETTER ALPHA WITH VARIA AND YPOGEGRAMMENI                    | GREEK SMALL LETTER ALPHA                       |
| U+1FB3->U+03B1 | GREEK SMALL LETTER ALPHA WITH YPOGEGRAMMENI                              | GREEK SMALL LETTER ALPHA                       |
| U+1FB4->U+03B1 | GREEK SMALL LETTER ALPHA WITH OXIA AND YPOGEGRAMMENI                     | GREEK SMALL LETTER ALPHA                       |
| U+1FB6->U+03B1 | GREEK SMALL LETTER ALPHA WITH PERISPOMENI                                | GREEK SMALL LETTER ALPHA                       |
| U+1FB7->U+03B1 | GREEK SMALL LETTER ALPHA WITH PERISPOMENI AND YPOGEGRAMMENI              | GREEK SMALL LETTER ALPHA                       |
| U+1FB8->U+03B1 | GREEK CAPITAL LETTER ALPHA WITH VRACHY                                   | GREEK SMALL LETTER ALPHA                       |
| U+1FB9->U+03B1 | GREEK CAPITAL LETTER ALPHA WITH MACRON                                   | GREEK SMALL LETTER ALPHA                       |
| U+1FBA->U+03B1 | GREEK CAPITAL LETTER ALPHA WITH VARIA                                    | GREEK SMALL LETTER ALPHA                       |
| U+1FBB->U+03B1 | GREEK CAPITAL LETTER ALPHA WITH OXIA                                     | GREEK SMALL LETTER ALPHA                       |
| U+1FBC->U+03B1 | GREEK CAPITAL LETTER ALPHA WITH PROSGEGRAMMENI                           | GREEK SMALL LETTER ALPHA                       |
| U+1FC2->U+03B7 | GREEK SMALL LETTER ETA WITH VARIA AND YPOGEGRAMMENI                      | GREEK SMALL LETTER ETA                         |
| U+1FC3->U+03B7 | GREEK SMALL LETTER ETA WITH YPOGEGRAMMENI                                | GREEK SMALL LETTER ETA                         |
| U+1FC4->U+03B7 | GREEK SMALL LETTER ETA WITH OXIA AND YPOGEGRAMMENI                       | GREEK SMALL LETTER ETA                         |
| U+1FC6->U+03B7 | GREEK SMALL LETTER ETA WITH PERISPOMENI                                  | GREEK SMALL LETTER ETA                         |
| U+1FC7->U+03B7 | GREEK SMALL LETTER ETA WITH PERISPOMENI AND YPOGEGRAMMENI                | GREEK SMALL LETTER ETA                         |
| U+1FC8->U+03B5 | GREEK CAPITAL LETTER EPSILON WITH VARIA                                  | GREEK SMALL LETTER EPSILON                     |
| U+1FC9->U+03B5 | GREEK CAPITAL LETTER EPSILON WITH OXIA                                   | GREEK SMALL LETTER EPSILON                     |
| U+1FCA->U+03B7 | GREEK CAPITAL LETTER ETA WITH VARIA                                      | GREEK SMALL LETTER ETA                         |
| U+1FCB->U+03B7 | GREEK CAPITAL LETTER ETA WITH OXIA                                       | GREEK SMALL LETTER ETA                         |
| U+1FCC->U+03B7 | GREEK CAPITAL LETTER ETA WITH PROSGEGRAMMENI                             | GREEK SMALL LETTER ETA                         |
| U+1FD0->U+03B9 | GREEK SMALL LETTER IOTA WITH VRACHY                                      | GREEK SMALL LETTER IOTA                        |
| U+1FD1->U+03B9 | GREEK SMALL LETTER IOTA WITH MACRON                                      | GREEK SMALL LETTER IOTA                        |
| U+1FD2->U+03B9 | GREEK SMALL LETTER IOTA WITH DIALYTIKA AND VARIA                         | GREEK SMALL LETTER IOTA                        |
| U+1FD3->U+03B9 | GREEK SMALL LETTER IOTA WITH DIALYTIKA AND OXIA                          | GREEK SMALL LETTER IOTA                        |
| U+1FD6->U+03B9 | GREEK SMALL LETTER IOTA WITH PERISPOMENI                                 | GREEK SMALL LETTER IOTA                        |
| U+1FD7->U+03B9 | GREEK SMALL LETTER IOTA WITH DIALYTIKA AND PERISPOMENI                   | GREEK SMALL LETTER IOTA                        |
| U+1FD8->U+03B9 | GREEK CAPITAL LETTER IOTA WITH VRACHY                                    | GREEK SMALL LETTER IOTA                        |
| U+1FD9->U+03B9 | GREEK CAPITAL LETTER IOTA WITH MACRON                                    | GREEK SMALL LETTER IOTA                        |
| U+1FDA->U+03B9 | GREEK CAPITAL LETTER IOTA WITH VARIA                                     | GREEK SMALL LETTER IOTA                        |
| U+1FDB->U+03B9 | GREEK CAPITAL LETTER IOTA WITH OXIA                                      | GREEK SMALL LETTER IOTA                        |
| U+1FE0->U+03C5 | GREEK SMALL LETTER UPSILON WITH VRACHY                                   | GREEK SMALL LETTER UPSILON                     |
| U+1FE1->U+03C5 | GREEK SMALL LETTER UPSILON WITH MACRON                                   | GREEK SMALL LETTER UPSILON                     |
| U+1FE2->U+03C5 | GREEK SMALL LETTER UPSILON WITH DIALYTIKA AND VARIA                      | GREEK SMALL LETTER UPSILON                     |
| U+1FE3->U+03C5 | GREEK SMALL LETTER UPSILON WITH DIALYTIKA AND OXIA                       | GREEK SMALL LETTER UPSILON                     |
| U+1FE4->U+03C1 | GREEK SMALL LETTER RHO WITH PSILI                                        | GREEK SMALL LETTER RHO                         |
| U+1FE5->U+03C1 | GREEK SMALL LETTER RHO WITH DASIA                                        | GREEK SMALL LETTER RHO                         |
| U+1FE6->U+03C5 | GREEK SMALL LETTER UPSILON WITH PERISPOMENI                              | GREEK SMALL LETTER UPSILON                     |
| U+1FE7->U+03C5 | GREEK SMALL LETTER UPSILON WITH DIALYTIKA AND PERISPOMENI                | GREEK SMALL LETTER UPSILON                     |
| U+1FE8->U+03C5 | GREEK CAPITAL LETTER UPSILON WITH VRACHY                                 | GREEK SMALL LETTER UPSILON                     |
| U+1FE9->U+03C5 | GREEK CAPITAL LETTER UPSILON WITH MACRON                                 | GREEK SMALL LETTER UPSILON                     |
| U+1FEA->U+03C5 | GREEK CAPITAL LETTER UPSILON WITH VARIA                                  | GREEK SMALL LETTER UPSILON                     |
| U+1FEB->U+03C5 | GREEK CAPITAL LETTER UPSILON WITH OXIA                                   | GREEK SMALL LETTER UPSILON                     |
| U+1FEC->U+03C1 | GREEK CAPITAL LETTER RHO WITH DASIA                                      | GREEK SMALL LETTER RHO                         |
| U+1FF2->U+03C9 | GREEK SMALL LETTER OMEGA WITH VARIA AND YPOGEGRAMMENI                    | GREEK SMALL LETTER OMEGA                       |
| U+1FF3->U+03C9 | GREEK SMALL LETTER OMEGA WITH YPOGEGRAMMENI                              | GREEK SMALL LETTER OMEGA                       |
| U+1FF4->U+03C9 | GREEK SMALL LETTER OMEGA WITH OXIA AND YPOGEGRAMMENI                     | GREEK SMALL LETTER OMEGA                       |
| U+1FF6->U+03C9 | GREEK SMALL LETTER OMEGA WITH PERISPOMENI                                | GREEK SMALL LETTER OMEGA                       |
| U+1FF7->U+03C9 | GREEK SMALL LETTER OMEGA WITH PERISPOMENI AND YPOGEGRAMMENI              | GREEK SMALL LETTER OMEGA                       |
| U+1FF8->U+03BF | GREEK CAPITAL LETTER OMICRON WITH VARIA                                  | GREEK SMALL LETTER OMICRON                     |
| U+1FF9->U+03BF | GREEK CAPITAL LETTER OMICRON WITH OXIA                                   | GREEK SMALL LETTER OMICRON                     |
| U+1FFA->U+03C9 | GREEK CAPITAL LETTER OMEGA WITH VARIA                                    | GREEK SMALL LETTER OMEGA                       |
| U+1FFB->U+03C9 | GREEK CAPITAL LETTER OMEGA WITH OXIA                                     | GREEK SMALL LETTER OMEGA                       |
| U+1FFC->U+03C9 | GREEK CAPITAL LETTER OMEGA WITH PROSGEGRAMMENI                           | GREEK SMALL LETTER OMEGA                       |
+----------------+--------------------------------------------------------------------------+------------------------------------------------+
